name,country,date,review_score,review_header,review_body
Travis,US,"Feb 17, 2019",4,I have used Vultr for a little while…,"I have used Vultr for a little while now. Their prices are a bit high, but their overall server performance is the best I have used so far. They have many locations to pick from, and everything has gone great so far."
Steve,US,"Jan 2, 2019",3,Casual use is ok,"Service is good despite the occasional ""reboots"" due to ""hardware issues"". Would not put critical services on Vultr but for a cheap & casual VPS they are fine."
Peter D,CA,"Nov 6, 2018",5,One of many providers I have a VPS…,One of many providers I have a VPS with. Prices are decent and service has been reliable. Haven't had to use their support so can't comment on that but server has been up since I first purchased and deployed it.
Blake,US,"Oct 31, 2018",1,Super slow/laggy,"Super slow/laggy, especially for a supposed SSD. Very expensive at $25/month for their cheapest option (10x the bait and switch adverts, and more than double the price of competitors. Customer service is non responsive after asking for a refund. They refuse to take calls. All around, a terrible company. Stay far away!"
Himanshu Dhiraj Mishra,IN,"Updated Oct 12, 2018",3,Slow support and too many unwanted policies,Support is slow and sometimes you feel trouble with their policies.
George Papadopolous,CY,"Sep 26, 2018",5,Not the cheapest option on the market,"Not the cheapest option on the market, but never had any issues with them. Everything went smoothly and completely automated."
Reischl C,PH,"Sep 24, 2018",5,tested far to many other hosters,"hi, changed to vultr 2 weeks agoe with 3 locations and its realy blazing fast. i only pay what i use and can't understand others here give 1 star - realy there should be more communication between people write bad reviews. i got my problem with exobyte and showed all what happens in chat screens. last 2 weeks was testing dediserve, aws, layerstack (actualy also very fast but only in asia), z.com, hosteurope, strato, 1and1, vpsserver.com and ovh all server located in singapore and my result was with extrem performance to all of them vultr. linod was my 2nd choice but there backend was not that modern simplyfied."
jex1,SE,"Sep 10, 2018",4,My 3 vps for websites worked just fine…,"My 3 vps for websites worked just fine for 6 months. Though, their support is a simply bad - too long to reply and lots of canned messages. When I had some not standard question they took a week to solve the problem. Now I moved and don't feel any sorry."
Johnonymous,US,"Aug 6, 2018",5,"Everything is automated, runs smoothly and is of great value.","Honestly have nothing to complain about. If anything, I love this service. - Neatly designed control panel with all the features I could want/need: instance summaries, resource usage, backups, DDoS protection on/off, snapshots, DNS, settings (IPv4/IPv6, private networking, rDNS, Firewall, Hostname, Plan, etc.), block storage, etc, etc. - Custom OSes supported. (Upload your own ISO.) - KVM style console access to your VM. Love this. Essential for custom OS installation but also very handy if your VM loses internet access (misconfiguration/other) and you need to bring it back up. - VMs are quick and easy to deploy. - Everything runs like clockwork. - IRC bouncers allowed. - Good value. - Charged by the hour. I love that last feature. If you mess something up in your VM, with a lot of the other hosts you got to start over and pay another overlapping monthly fee. Not with Vultr. I messed up my custom OS install, deleted the instance and re-installed. Only lost a few cents, not a whole month's worth of fees (~$25). ** I'm not encouraging carelessness but that it's good to have peace of mind of knowing you won't lose a lot of money for a mistake that requires redeployment of an instance."
Anon,NL,"Aug 5, 2018",1,I got several good looking offers…,"I got several good looking offers trough advertisements. Turns out none of the promises made in those ads were true. According to their ads you'll get credit for signing up so you can try the services. This is not true, you'll have to pay regardless. In fact I've got multiple accounts and neither of them have gotten anything that was offered. however I am not allowed to delete anything. As for the servers themselves, I wouldn't be surprised if what they spend on their hardware reflects their manipulative marketing strategy."
Danyal Manzar,PK,"Jul 10, 2018",4,Good service,Good service. Reliable servers and decent pricing with lots of payment options. Could be cheaper that is the only reason for 4 stars.
Madison Aubrey,PK,"Jun 22, 2018",1,They are thiefs,"They are thiefs, my servers are all off yet they keep on charging me 20 to 30 dollars per server for no reason every single month.. At the beginning they said we will charge you only on usage and when servers are off you wont be charged. SCAMMERS, STAY AWAY FROM VULTR"
Frank L,BE,"Jun 8, 2018",5,Great company!,"Amazing service, understanding staff and a great server experience."
Kyriakos,GR,"Apr 29, 2018",5,Until now I use some small VPS at 1GB…,"Until now I use some small VPS at 1GB or 2GB. Performance is great, and support is really very fast and direct."
